song_title,pipe_delimited_artist_list,love_song_category,top_10_debut_date_as_decimal,total_weeks_in_top_10
"Funkytown","Pseudo Echo",,1987.51,3
"Point Of No Return","Expose",Serenade,1987.51,4
"Don't Disturb This Groove","The System",Sexual Confidence,1987.51,4
"Something So Strong","Crowded House",Serenade,1987.52,3
"I Still Haven't Found What I'm Looking For","U2",,1987.52,7
"I Want Your Sex (From ""Beverly Hills Cop II"")","George Michael",Sexual Confidence,1987.54,6
"Rhythm Is Gonna Get You","Gloria Estefan|Miami Sound Machine",,1987.54,5
"Heart And Soul","T'Pau",It's Complicated,1987.56,5
"Wot's It To Ya","Robbie Nevil",,1987.58,2
"Luka","Suzanne Vega",,1987.58,5
"Cross My Broken Heart (From ""Beverly Hills Cop II"")","The Jets",Heartache,1987.58,3
"Who's That Girl","Madonna",,1987.6,6
"La Bamba","Los Lobos",,1987.62,7
"Don't Mean Nothing","Richard Marx",,1987.62,4
"Only In My Dreams","Debbie Gibson",Heartache,1987.62,5
"I Just Can't Stop Loving You","Michael Jackson|Siedah Garrett",Serenade,1987.64,6
"Rock Steady","The Whispers",,1987.64,3
"It's Not Over ('til It's Over)","Starship",It's Complicated,1987.66,1
"Can't We Try","Dan Hill|Vonda Shepard",It's Complicated,1987.66,4
"Didn't We Almost Have It All","Whitney Houston",Heartache,1987.66,7
"Doing It All For My Baby","Huey Lewis & The News",Serenade,1987.68,3
"Here I Go Again","Whitesnake",Good Riddance,1987.68,7
"I Heard A Rumour (From ""Disorderlies"")","Bananarama",It's Complicated,1987.7,6
"When Smokey Sings","ABC",,1987.7,4
"Touch Of Grey","Grateful Dead",,1987.72,2
"Lost In Emotion","Lisa Lisa And Cult Jam",Serenade,1987.72,6
"Carrie","Europe",Heartache,1987.73,5
"U Got The Look","Prince",Pursuit,1987.73,6
"One Heartbeat","Smokey Robinson",Serenade,1987.75,1
"Paper In Fire","John Mellencamp",,1987.75,3
"Who Will You Run To","Heart",Heartache,1987.75,3
"Bad","Michael Jackson",,1987.77,5
"Casanova","Levert",Sexual Confidence,1987.77,4
"Causing A Commotion","Madonna",It's Complicated,1987.79,5
"I Think We're Alone Now","Tiffany",Serenade,1987.81,6
"Mony Mony","Billy Idol",Pursuit,1987.81,6
"Let Me Be The One","Expose",Pursuit,1987.81,3
"Little Lies","Fleetwood Mac",It's Complicated,1987.81,5
"Brilliant Disguise","Bruce Springsteen",It's Complicated,1987.83,5
"Breakout","Swing Out Sister",,1987.83,4
"It's A Sin","Pet Shop Boys",,1987.85,2
"(I've Had) The Time Of My Life","Bill Medley|Jennifer Warnes",Pursuit,1987.85,6
"Heaven Is A Place On Earth","Belinda Carlisle",Serenade,1987.87,6
"Should've Known Better","Richard Marx",Heartache,1987.87,5
"I've Been In Love Before","Cutting Crew",Heartache,1987.89,2
"Faith","George Michael",Love Song for the Self,1987.89,9
"We'll Be Together","Sting",Serenade,1987.91,4
"Shake Your Love","Debbie Gibson",Serenade,1987.91,7
"Is This Love","Whitesnake",Pursuit,1987.93,7
"The One I Love","R.E.M.",Good Riddance,1987.93,1
"So Emotional","Whitney Houston",Serenade,1987.93,8
"Don't You Want Me","Jody Watley",Pursuit,1987.93,6
"Got My Mind Set On You","George Harrison",Pursuit,1987.95,8
"Valerie","Steve Winwood",Heartache,1987.96,1
"Catch Me (I'm Falling) (From The Film ""Hiding Out"")","Pretty Poison",Serenade,1987.96,3
"Need You Tonight","INXS",Serenade,1987.98,8
"The Way You Make Me Feel","Michael Jackson",Pursuit,1987.98,6
"Cherry Bomb","John Mellencamp",,1987.98,3
"Tell It To My Heart(Dub)","Taylor Dayne",Serenade,1988.02,4
"Could've Been","Tiffany",Heartache,1988.04,6
"Hazy Shade Of Winter","The Bangles",,1988.04,5
"Candle In The Wind","Elton John",,1988.04,3
"Seasons Change","Expose",Heartache,1988.06,6
"I Want To Be Your Man","Roger",Pursuit,1988.06,5
"Hungry Eyes (From ""Dirty Dancing"")","Eric Carmen",Pursuit,1988.08,5
"What Have I Done To Deserve This?","Pet Shop Boys|Dusty Springfield",It's Complicated,1988.1,5
"I Could Never Take The Place Of Your Man","Prince",Love Song for the Self,1988.1,1
"Tunnel Of Love","Bruce Springsteen",It's Complicated,1988.1,1
"Say You Will","Foreigner",Pursuit,1988.1,4
"Don't Shed A Tear","Paul Carrack",Good Riddance,1988.12,3
"She's Like The Wind","Patrick Swayze|Wendy Fraser",Heartache,1988.12,6
"Never Gonna Give You Up","Rick Astley",Serenade,1988.14,7
"Father Figure","George Michael",Serenade,1988.14,6
"I Get Weak","Belinda Carlisle",Serenade,1988.16,5
"Can't Stay Away From You","Gloria Estefan|Miami Sound Machine",It's Complicated,1988.16,3
"Just Like Paradise","David Lee Roth",,1988.18,3
"I Found Someone","Cher",Serenade,1988.18,1
"Man In The Mirror","Michael Jackson",,1988.18,7
"Endless Summer Nights","Richard Marx",Heartache,1988.18,6
"I Want Her","Keith Sweat",Pursuit,1988.2,5
"Out Of The Blue","Debbie Gibson",Serenade,1988.2,5
"Get Outta My Dreams, Get Into My Car","Billy Ocean",Pursuit,1988.22,7
"Hysteria","Def Leppard",Serenade,1988.23,1
"Rocket 2 U","The Jets",Sexual Confidence,1988.23,4
"Devil Inside","INXS",It's Complicated,1988.25,5
"Where Do Broken Hearts Go","Whitney Houston",Heartache,1988.25,6
"Girlfriend","Pebbles",,1988.25,5
"Wishing Well","Terence Trent D'Arby",Pursuit,1988.27,6
"Some Kind Of Lover","Jody Watley",Pursuit,1988.29,1
"Angel","Aerosmith",Serenade,1988.29,5
"I Saw Him Standing There","Tiffany",Pursuit,1988.29,3
"Prove Your Love","Taylor Dayne",Pursuit,1988.31,3
"Anything For You","Gloria Estefan|Miami Sound Machine",Serenade,1988.31,7
"Pink Cadillac","Natalie Cole",,1988.31,4
"Always On My Mind","Pet Shop Boys",Heartache,1988.35,4
"Naughty Girls (Need Love Too)","Samantha Fox",Heartache,1988.35,6
"Electric Blue","Icehouse",Sexual Confidence,1988.35,3
"Shattered Dreams","Johnny Hates Jazz",Heartache,1988.35,6
"I Don't Want To Live Without You","Foreigner",Serenade,1988.37,4
"One More Try","George Michael",Love Song for the Self,1988.37,7
"Two Occasions","The Deele",Serenade,1988.39,1
"Wait","White Lion",Pursuit,1988.39,2
"Everything Your Heart Desires","Daryl Hall|John Oates",It's Complicated,1988.39,5
"Piano In The Dark","Brenda Russell|Joe Esposito",It's Complicated,1988.41,2
"Together Forever","Rick Astley",Serenade,1988.41,6
"Make It Real","The Jets",Heartache,1988.43,5
"Foolish Beat","Debbie Gibson",Heartache,1988.43,6
"Dirty Diana","Michael Jackson",,1988.45,5
"The Valley Road","Bruce Hornsby & The Range",,1988.45,5
"Circle In The Sand","Belinda Carlisle",Serenade,1988.45,2
"The Flame","Cheap Trick",Serenade,1988.46,6
"Alphabet St.","Prince",,1988.46,2
"Mercedes Boy","Pebbles",Pursuit,1988.48,5
"Pour Some Sugar On Me","Def Leppard",Sexual Confidence,1988.48,7
"New Sensation","INXS",Pursuit,1988.5,5
"Nothin' But A Good Time","Poison",,1988.5,3
"Nite And Day","Al B. Sure!",Serenade,1988.52,2
"Hold On To The Nights","Richard Marx",Heartache,1988.52,6
"Roll With It","Steve Winwood",,1988.54,7
"Make Me Lose Control","Eric Carmen",Serenade,1988.54,6
"Hands To Heaven","Breathe",Heartache,1988.54,6
"Sign Your Name","Terence Trent D'Arby",Heartache,1988.56,5
"Rush Hour","Jane Wiedlin",Serenade,1988.56,2
"1-2-3","Gloria Estefan|Miami Sound Machine",Pursuit,1988.58,5
"I Don't Wanna Go On With You Like That","Elton John",It's Complicated,1988.58,6
"Monkey","George Michael",It's Complicated,1988.6,6
"I Don't Wanna Live Without Your Love","Chicago",Heartache,1988.6,5
"Just Got Paid","Johnny Kemp",,1988.62,1
"Sweet Child O' Mine","Guns N' Roses",Serenade,1988.64,7
"Fast Car","Tracy Chapman",,1988.64,4
"Perfect World","Huey Lewis & The News",,1988.66,5
"Love Will Save The Day","Whitney Houston",Serenade,1988.66,1
"Simply Irresistible","Robert Palmer",Serenade,1988.66,6
"If It Isn't Love","New Edition",It's Complicated,1988.67,4
"When It's Love","Van Halen",Serenade,1988.67,3
"I'll Always Love You","Taylor Dayne",Serenade,1988.67,6
"Nobody's Fool (Theme From ""Caddyshack II"")","Kenny Loggins",,1988.69,3
"Don't Worry, Be Happy (From ""Cocktail"")","Bobby McFerrin",,1988.69,6
"It Would Take A Strong Strong Man","Rick Astley",It's Complicated,1988.71,1
"Love Bites","Def Leppard",It's Complicated,1988.71,6
"One Good Woman","Peter Cetera",Heartache,1988.73,3
"Don't Be Cruel","Cheap Trick",Pursuit,1988.73,5
"What's On Your Mind (Pure Energy)","Information Society",Pursuit,1988.75,6
"I Hate Myself For Loving You","Joan Jett|the Blackhearts",It's Complicated,1988.75,3
"Red Red Wine","UB40",Heartache,1988.75,6
"Please Don't Go Girl","New Kids On The Block",Heartache,1988.77,1
"Groovy Kind Of Love","Phil Collins",Serenade,1988.77,6
"Wild, Wild West","The Escape Club",,1988.79,7
"Don't Be Cruel","Bobby Brown",It's Complicated,1988.79,2
"Don't You Know What The Night Can Do?","Steve Winwood",Pursuit,1988.79,3
"Kokomo (From""Cocktail"" )","The Beach Boys",Serenade,1988.81,5
"The Loco-Motion","Kylie Minogue",,1988.81,6
"Bad Medicine","Bon Jovi",Serenade,1988.83,6
"One Moment In Time","Whitney Houston",,1988.83,4
"Never Tear Us Apart","INXS",Serenade,1988.83,3
"Desire","U2",,1988.85,5
"Kissing A Fool","George Michael",Heartache,1988.87,4
"Baby, I Love Your Way/Freebird Medley","Will To Power",Serenade,1988.87,6
"Look Away","Chicago",Heartache,1988.89,8
"How Can I Fall?","Breathe",Pursuit,1988.89,5
"I Don't Want Your Love","Duran Duran",Good Riddance,1988.9,4
"Giving You The Best That I Got","Anita Baker",Serenade,1988.9,7
"Waiting For A Star To Fall","Boy Meets Girl",Heartache,1988.92,6
"Every Rose Has Its Thorn","Poison",Heartache,1988.92,8
"Walk On Water","Eddie Money",Serenade,1988.94,4
"My Prerogative","Bobby Brown",,1988.94,7
"Welcome To The Jungle","Guns N' Roses",,1988.94,4
"Don't Rush Me","Taylor Dayne",Pursuit,1988.98,7
"Two Hearts","Phil Collins",Serenade,1988.98,7
"In Your Room","The Bangles",Sexual Confidence,1988.98,4
"Smooth Criminal","Michael Jackson",,1989.02,3
"Armageddon It","Def Leppard",,1989.02,5
"Put A Little Love In Your Heart","Annie Lennox|Al Green",,1989.04,2
"The Way You Love Me","Karyn White",Serenade,1989.04,4
"I Remember Holding You","Boys Club",Heartache,1989.04,1
"When I'm With You","Sheriff",Serenade,1989.06,5
"When The Children Cry","White Lion",,1989.06,4
"Wild Thing","Tone-Loc",Sexual Confidence,1989.08,6
"All This Time","Tiffany",Heartache,1989.08,3
"Straight Up","Paula Abdul",It's Complicated,1989.08,7
"Born To Be My Baby","Bon Jovi",Serenade,1989.08,5
"Walking Away","Information Society",,1989.11,3
"I Wanna Have Some Fun","Samantha Fox",Sexual Confidence,1989.11,1
"The Lover In Me","Sheena Easton",Serenade,1989.11,5
"She Wants To Dance With Me","Rick Astley",Pursuit,1989.11,3
"Lost In Your Eyes","Debbie Gibson",Serenade,1989.13,7
"What I Am","Edie Brickell & New Bohemians",,1989.13,3
"You Got It (The Right Stuff)","New Kids On The Block",Pursuit,1989.13,5
"The Living Years","Mike + The Mechanics",,1989.15,6
"Surrender To Me (From ""Tequila Sunrise"")","Ann Wilson|Robin Zander",Serenade,1989.17,2
"Roni","Bobby Brown",Serenade,1989.17,4
"Paradise City","Guns N' Roses",,1989.17,3
"My Heart Can't Tell You No","Rod Stewart",It's Complicated,1989.19,5
"Girl You Know It's True","Milli Vanilli",Serenade,1989.19,7
"The Look","Roxette",Pursuit,1989.21,7
"Eternal Flame","The Bangles",Serenade,1989.21,6
"Don't Tell Me Lies","Breathe",It's Complicated,1989.21,1
"Walk The Dinosaur","Was (Not Was)",,1989.23,3
"She Drives Me Crazy","Fine Young Cannibals",It's Complicated,1989.23,7
"You're Not Alone","Chicago",Serenade,1989.23,1
"Stand","R.E.M.",,1989.25,4
"Dreamin'","Vanessa Williams",Heartache,1989.25,2
"Funky Cold Medina","Tone-Loc",Sexual Confidence,1989.27,5
"Like A Prayer","Madonna",Serenade,1989.27,7
"Superwoman","Karyn White",Love Song for the Self,1989.29,1
"You Got It","Roy Orbison",Serenade,1989.29,1
"Your Mama Don't Dance","Poison",,1989.29,1
"Heaven Help Me","Deon Estus|George Michael",Heartache,1989.31,2
"I'll Be There For You","Bon Jovi",Serenade,1989.31,6
"Second Chance","Thirty Eight Special",It's Complicated,1989.31,4
"After All (Love Theme From ""Chances Are"")","Cher|Peter Cetera",Serenade,1989.33,4
"Forever Your Girl","Paula Abdul",Serenade,1989.33,6
"Real Love","Jody Watley",Pursuit,1989.33,6
"Soldier Of Love","Donny Osmond",,1989.34,6
"Room To Move","Animotion",It's Complicated,1989.34,1
"Rock On (From ""Dream A Little Dream"")","Michael Damian",,1989.36,5
"Patience","Guns N' Roses",Serenade,1989.36,5
"Wind Beneath My Wings (From ""Beaches"")","Bette Midler",,1989.36,7
"Every Little Step","Bobby Brown",Serenade,1989.38,6
"Close My Eyes Forever","Lita Ford|Ozzy Osbourne",It's Complicated,1989.4,4
"I'll Be Loving You (Forever)","New Kids On The Block",Serenade,1989.4,6
"Buffalo Stance","Neneh Cherry",,1989.42,6
"Where Are You Now?","Jimmy Harnen with Synch",Heartache,1989.44,1
"Satisfied","Richard Marx",Pursuit,1989.44,5
"Good Thing","Fine Young Cannibals",Serenade,1989.46,6
"Baby Don't Forget My Number","Milli Vanilli",Heartache,1989.46,6
"Cry","Waterfront",Heartache,1989.46,2
"This Time I Know It's For Real","Donna Summer",Serenade,1989.46,3
"Miss You Like Crazy","Natalie Cole",Heartache,1989.48,4
"Express Yourself","Madonna",Love Song for the Self,1989.5,5
"I Drove All Night","Cyndi Lauper",Serenade,1989.5,2
"If You Don't Know Me By Now","Simply Red",It's Complicated,1989.5,6
"Toy Soldiers","Martika",It's Complicated,1989.52,6
"What You Don't Know","Expose",It's Complicated,1989.52,3
"So Alive","Love And Rockets",Serenade,1989.54,6
"The Doctor","The Doobie Brothers",,1989.54,1
"Batdance (From ""Batman"")","Prince",,1989.54,6
"On Our Own (From ""Ghostbusters II"")","Bobby Brown",,1989.55,6
"Lay Your Hands On Me","Bon Jovi",Serenade,1989.55,4
"I Like It","Dino",Pursuit,1989.57,4
"Once Bitten Twice Shy","Great White",It's Complicated,1989.57,5
"Right Here Waiting","Richard Marx",Serenade,1989.57,7
"Cold Hearted","Paula Abdul",Good Riddance,1989.59,8
"Don't Wanna Lose You","Gloria Estefan",Serenade,1989.61,8
"Hangin' Tough","New Kids On The Block",,1989.63,6
"Secret Rendezvous","Karyn White",Serenade,1989.63,3
"Angel Eyes","The Jeff Healey Band",Heartache,1989.65,4
"Friends","Jody Watley|Eric B.|Rakim",It's Complicated,1989.65,2
"The End Of The Innocence","Don Henley",,1989.65,2
"Heaven","Warrant",Serenade,1989.67,7
"Shower Me With Your Love","Surface",Serenade,1989.67,4
"18 And Life","Skid Row",,1989.69,5
"Girl I'm Gonna Miss You","Milli Vanilli",Heartache,1989.69,6
"If I Could Turn Back Time","Cher",Heartache,1989.69,5
"Cherish","Madonna",Serenade,1989.71,5
"Miss You Much","Janet Jackson",Heartache,1989.73,8
"One","Bee Gees",Serenade,1989.75,1
"Kisses On The Wind","Neneh Cherry",,1989.75,1
"Love Song","The Cure",Serenade,1989.75,4
"Mixed Emotions","The Rolling Stones",It's Complicated,1989.77,3
"Bust A Move","Young M.C.",Pursuit,1989.77,4
"It's No Crime","Babyface",Serenade,1989.77,4
"Sowing The Seeds Of Love","Tears For Fears",,1989.78,5
"Listen To Your Heart","Roxette",Serenade,1989.78,6
"Love In An Elevator","Aerosmith",Sexual Confidence,1989.8,3
"Cover Girl","New Kids On The Block",Pursuit,1989.8,4
"When I Looked At Him","Expose",Serenade,1989.8,1
"When I See You Smile","Bad English",Serenade,1989.82,6
"Dr. Feelgood","Motley Crue",,1989.82,2
"Rock Wit'cha","Bobby Brown",Serenade,1989.82,3
"(It's Just) The Way That You Love Me","Paula Abdul",Serenade,1989.84,6
"Love Shack","The B-52s",,1989.84,6
"Blame It On The Rain","Milli Vanilli",Heartache,1989.86,6
"Didn't I (Blow Your Mind)","New Kids On The Block",Heartache,1989.86,2
"We Didn't Start The Fire","Billy Joel",,1989.88,8
"Angelia","Richard Marx",Heartache,1989.88,4
"Back To Life","Soul II Soul",,1989.88,7
"Poison","Alice Cooper",It's Complicated,1989.88,3
"Another Day In Paradise","Phil Collins",,1989.9,10
"Don't Know Much","Linda Ronstadt|Aaron Neville",Serenade,1989.9,8
"Pump Up The Jam","Technotronic|Felly",,1989.94,9
"With Every Beat Of My Heart","Taylor Dayne",Serenade,1989.94,6
"Rhythm Nation","Janet Jackson",,1989.96,6
"Living In Sin","Bon Jovi",It's Complicated,1989.96,3
"Just Like Jesse James","Cher",It's Complicated,1989.96,5
"This One's For The Children","New Kids On The Block",,1989.98,4
"Everything","Jody Watley",Serenade,1990.02,5
"How Am I Supposed To Live Without You","Michael Bolton",Heartache,1990.02,6
"Just Between You And Me","Lou Gramm",Serenade,1990.04,4
"Love Song","Tesla",Serenade,1990.05,1
"Downtown Train","Rod Stewart",Heartache,1990.05,5
"Two To Make It Right","Seduction",Serenade,1990.05,6
"Free Fallin'","Tom Petty",Heartache,1990.05,3
"Opposites Attract","Paula Abdul|The Wild Pair",Serenade,1990.07,7
"I Remember You","Skid Row",Heartache,1990.07,3
"Janie's Got A Gun","Aerosmith",,1990.09,3
"What Kind Of Man Would I Be?","Chicago",It's Complicated,1990.11,3
"All Or Nothing","Milli Vanilli",Serenade,1990.11,4
"Dangerous","Roxette",It's Complicated,1990.11,5
"Escapade","Janet Jackson",Pursuit,1990.11,8
"Tell Me Why","Expose",Heartache,1990.13,1
"We Can't Go Wrong","The Cover Girls",Serenade,1990.13,3
"Roam","The B-52s",,1990.15,5
"Price Of Love","Bad English",Heartache,1990.15,4
"Here We Are","Gloria Estefan",Serenade,1990.15,3
"No More Lies","Michel'le",Good Riddance,1990.17,3
"Black Velvet","Alannah Myles",,1990.17,7
"I Go To Extremes","Billy Joel",It's Complicated,1990.19,3
"Love Will Lead You Back","Taylor Dayne",Heartache,1990.19,6
"I Wish It Would Rain Down","Phil Collins",Heartache,1990.21,4
"Just A Friend","Biz Markie",Heartache,1990.21,1
"C'mon And Get My Love","D-Mob|Cathy Dennis",Pursuit,1990.21,1
"Get Up! (Before The Night Is Over)","Technotronic",,1990.23,4
"All Around The World","Lisa Stansfield",Heartache,1990.23,7
"I'll Be Your Everything","Tommy Page",Serenade,1990.23,5
"Keep It Together","Madonna",,1990.23,2
"Don't Wanna Fall In Love","Jane Child",,1990.25,6
"Here And Now","Luther Vandross",Serenade,1990.25,5
"Forever","KISS",Serenade,1990.27,3
"Nothing Compares 2 U","Sinead O'Connor",Heartache,1990.27,10
"I Wanna Be Rich","Calloway",,1990.28,6
"Without You","Motley Crue",Serenade,1990.3,2
"Whole Wide World (From ""True Love"")","A'me Lorain",Serenade,1990.3,2
"How Can We Be Lovers","Michael Bolton",It's Complicated,1990.3,4
"Whip Appeal","Babyface",Serenade,1990.32,2
"All I Wanna Do Is Make Love To You","Heart",Sexual Confidence,1990.32,8
"Vogue","Madonna",,1990.34,8
"Alright","Janet Jackson",Serenade,1990.34,7
"What It Takes","Aerosmith",It's Complicated,1990.34,3
"Poison","Bell Biv DeVoe",,1990.36,10
"Sending All My Love","Linear",Serenade,1990.36,5
"Hold On","Wilson Phillips",,1990.36,9
"It Must Have Been Love (From ""Pretty Woman"")","Roxette",Heartache,1990.38,9
"This Old Heart Of Mine","Rod Stewart|Ronald Isley",Serenade,1990.4,1
"U Can't Touch This","M.C. Hammer",,1990.4,5
"Ooh La La (I Can't Get Over You)","Perfect Gentlemen",Pursuit,1990.42,1
"Step By Step","New Kids On The Block",Pursuit,1990.44,7
"Do You Remember?","Phil Collins",Heartache,1990.46,4
"Ready Or Not","After 7",Serenade,1990.46,3
"I'll Be Your Shelter","Taylor Dayne",Serenade,1990.48,4
"Hold On","En Vogue",,1990.48,7
"She Ain't Worth It","Glenn Medeiros|Bobby Brown",Good Riddance,1990.49,7
"Cradle Of Love (From ""Ford Fairlane"")","Billy Idol",Sexual Confidence,1990.49,8
"Rub You The Right Way","Johnny Gill",Sexual Confidence,1990.51,6
"Enjoy The Silence","Depeche Mode",Serenade,1990.53,3
"The Power","Snap!",,1990.53,6
"When I'm Back On My Feet Again","Michael Bolton",,1990.55,3
"Vision Of Love","Mariah Carey",Serenade,1990.55,7
"Girls Nite Out","Tyler Collins",,1990.55,3
"Hanky Panky","Madonna",Sexual Confidence,1990.57,1
"Unskinny Bop","Poison",Sexual Confidence,1990.59,8
"If Wishes Came True","Sweet Sensation",Heartache,1990.59,7
"Come Back To Me","Janet Jackson",Heartache,1990.61,5
"Do Me!","Bell Biv DeVoe",Sexual Confidence,1990.61,9
"King Of Wishful Thinking (From ""Pretty Woman"")","Go West",Heartache,1990.61,2
